timestamp,date,time,location,operator,flight#,route,aircraft_type,aircraft_reg,cn_ln,total_onboard,passenger_onboard,crew_onboard,total_fatalities,passenger_fatalities,crew_fatalities,ground_casualties,summary_of_events
1996-07-15 18:00:00+00:00,07/15/1996,18:00,"Near Eindhoven, The Netherlands",Military - Belgian Air Force,,"Villafranca, Italy - Eindhoven AB",Lockheed C-130H,CH-06,4473,41.0,37.0,4.0,34.0,30.0,4.0,0.0,"Crashed and burned while attempting to land at Eindhoven Air Base. The aircraft collided with a large flock of lapwings and starlings, causing failure of the No. 1, 2, and 3 engines after which the port wing hit the ground and the plane exploded in flames. Aboard were members of a  Dutch Army Band returning from Italy."
1996-07-17 20:31:00+00:00,07/17/1996,20:31,"Off East Moriches, New York",Trans World Airlines,800,New York City - Paris,Boeing B-747-131,N93119,20083/153,230.0,212.0,18.0,230.0,212.0,18.0,0.0,"While on a flight from New York to Paris, France, the aircraft exploded at  FL 130, broke up and crashed into the Atlantic Ocean off Long Island, N.Y. The NTSB determined that the probable cause of the accident was an explosion of the center wing fuel tank resulting from ignition of the flammable fuel/air mixture in the tank. The source of ignition energy for the explosion could not be determined with certainty but, of the sources evaluated by the investigation, the most likely was a short circuit outside of the center wing tank that allowed excessive voltage to enter it through electrical wiring associated with the fuel quantity indication system.  To say that numerous government agencies acted strangely and suspiciously would be an understatement.  A great deal of evidence was either suppressed or ignored. Rumors persist that the plane was brought down by a missile, either by the Navy conducting exercises in the area or by terrorists."
,07/24/1996,,"Near Mergui, Manmar",Myanmar Airways,,Rangoon - Mergui,Fokker F-27 Friendship 600,XY-AET,10433,49.0,44.0,5.0,8.0,8.0,0.0,0.0,"A straight-in visual approach to Mergui was being attempted when the aircraft entered a squall line of heavy rain. The aircraft then started to lose height quickly, undershot the runway by 800ft. And crashed into a ravine."
1996-08-29 10:22:00+00:00,08/29/1996,10:22,"Near Longyearbyen, Norway",Vnukovo Airlines,2801,Moscow - Svalbard,Tupolev TU-154M,RA-85621,86A-742,141.0,129.0,12.0,141.0,129.0,12.0,0.0,"The aircraft crashed 7 nm short of the runway into Operafjellet Mountain at an altitude of 2,900 ft. while attempting to land in poor weather. The crew did not use the usual approach which includes a turn over the ocean, but rather took a route that led through a narrow valley. Inadequate planning, unsatisfactory crew resource management and monitoring, not discontinuing the approach when procedural uncertainties existed and limited knowledge of the operating language and the actual airspace. The passengers were mainly Russian coal miners headed for a Russian mine on one of the Norwegian islands."
1996-09-25 16:37:00+00:00,09/25/1996,16:37,"Waddenzee, Netherlands",Dutch Dakota Association,,Texel - Amsterdam,Douglas DC-3C,PH-DDA,19109,32.0,26.0,6.0,32.0,26.0,6.0,0.0,"Shortly after takeoff from Texel, a connecting rod bearing in the No.1 engine failed. The prop was feathered.  Soon after, a part of the feathering mechanism failed and the prop started windmilling causing drag. The aircraft rapidly descended and crashed onto a mud-flat. The accident was initiated by a combined failure of the left engine and the left feathering system. The accident became inevitable when the flight crew allowed the speed to decrease below stall speed and lost control of the aircraft at an altitude from which recovery was not possible."
1996-10-02 01:16:00+00:00,10/02/1996,01:16,"Off Pasamayo, Peru",Aeroperu,603,Lima - Santiago,Boeing B-757-200,N52AW,25489/505,70.0,61.0,9.0,70.0,61.0,9.0,0.0,"The aircraft crashed into the ocean 28 minutes after taking off from Lima, Peru. Pieces of adhesive tape were found covering the static ports, placed there by personnel during aircraft maintenance and cleaning, causing the malfunction of the airspeed indicators and altimeters. The crew was not able to correctly determine their altitude and airspeed and with no ground reference over water and at night, crashed into the sea. An employee did not remove the adhesive tape from the static ports, nor was it detected by any number of people, including the captain, during the preflight inspection. A maintenance worker was tried and convicted of negligent homicide for failing to remove the adhesive tape and received 2 years in jail."
1996-10-26 20:45:00+00:00,10/26/1996,20:45,"Khanty, Russia",Tyumen Aviatrans,,Tyumen - Khanty,Yakovlev YAK-40,RA-88527,9711252,34.0,30.0,4.0,5.0,3.0,2.0,0.0,"In a heavy snowstorm, the aircraft landed short and right of the runway striking three Mil Mi-8 helicopters and bursting into flames."
1996-10-31 08:27:00+00:00,10/31/1996,08:27,"Sao Paolo, Brazil",TAM (Brazil),402,Sao Paulo - Rio de Janiero,Fokker 100,PT-MRK,11440,95.0,89.0,6.0,95.0,89.0,6.0,3.0,The aircraft crashed shortly after takeoff into a residential area striking a building. Uncommanded deployment of the thrust reverser on the right engine caused the plane to roll right and lose control.
1996-11-07 17:00:00+00:00,11/07/1996,17:00,"Lagos, Nigeria",Aviation Development Corporation,86,Port Harcourt - Lagos,Boeing B-727-231,5N-BBF,20054/718,143.0,134.0,9.0,143.0,134.0,9.0,0.0,The plane crashed mid-way along its scheduled 50 minute route. The aircraft went into a roll and lost control after taking evasive action to avoid another aircraft. The plane was flying almost at the speed of sound when it crashed and disintegrated. ATC error. The controller thought he had cleared to aircraft to FL100 but the aircraft was still flying at FL240.
1996-11-12 18:40:00+00:00,11/12/1996,18:40,"Near Charkhi Dadri, India",Saudi Arabian Airlines / Kazakhstan Airlines,763/1907,New Delhi - Dhahran / Chimkent - New Delhi,Boeing B-747-168B / Ilyushin IL-76TD,HZ-AIH/UN-76435,22748/555/1023413428,349.0,316.0,33.0,349.0,316.0,33.0,0.0,"Midair collision 17 km W of New Delhi.  The Saudi 747 had just taken off from New Delhi airport ascending to 14,000 feet while the Il-76 was descending. Three hundred twelve aboard the B-747 and thirty-seven aboard the Il-76 were killed. The Il-76 descended below its assigned altitude. The death toll was reduced from 351 to 349 after Kazakstan Airlines reported 37 aboard rather than 39. Neither aircraft was equipped with an Airborne Collision Avoidance System. The 747 had taken off from Delhi and had been cleared to climb to FL140.  Meanwhile, the IL76, which was inbound to Delhi on the same airway, had been cleared to descend to FL150. However, due to a misunderstanding, the pilot and most of the cockpit crew of the IL76 believed the flight had been cleared to continue down to FL140. The Indian accident report attributed the failure of most of the IL76 crew to correctly understand the situation due to their lack of a working knowledge of English. Also contributing to the crew's decision to continue the descent below their clearance limit were poor cockpit resource management, a lack of leadership by the captain, a lack of co-ordination between the crew and a general casual attitude to the conduct of the flight."
1996-11-23 15:15:00+00:00,11/23/1996,15:15,"Off Mitsamiouli, Comoros",Ethiopian Airlines,961,Addis Ababa - Nairobi,Boeing B-767-260ER,ET-AIZ,23916/187,175.0,163.0,12.0,127.0,117.0,10.0,0.0,"The aircraft was hijacked shortly after taking off from Ethiopia by three drunken escaped prisoners. They demanded to be flown to Australia, but wouldn't let the pilot stop to refuel. The plane eventually ran out of fuel and ditched 500 feet offshore of Le Galawa Beach on the island of Grand Comoros. When it was aparent the plane was out of fuel, the hijackers fought the pilot for control of the aircraft. In the last seconds aloft, the left wing tip struck the water and the plane crashed into the sea flipping at least once before breaking into several  parts. The water was shallow but many passengers had inflated their safety vests which prevented them from swimming out from under the cabin and they drowned."
1997-01-09 15:54:00+00:00,01/09/1997,15:54,"Near Monroe, Michigan",Comair,3272,Cincinnati - Detroit,Embraer 120RT Brasilia,N265CA,120257,29.0,26.0,3.0,29.0,26.0,3.0,0.0,"While on approach and attempting to land on runway 3R at Detroit Metropolitan Wayne County Airport, in a snowstorm, the aircraft went into a steep dive and crashed into a field. The accident was caused by the FAA's failure to establish adequate aircraft certification standards for flight in icing conditions.  Contributing to the accident were the flightcrew's decision to operate in icing conditions near the lower margin of the operating airspeed envelope (with flaps retracted), and Comair's failure to establish and adequately disseminate unambiguous minimum airspeed values for flap configurations and for flight in icing conditions. In addition, Embraer's manual for the aircraft specified correctly that the deicing boots should be activated as soon as icing occured.  But the pilots were trained by Comair's manual, which specified waiting until ice was about 1/2 inch thick."
1997-02-01 14:38:00+00:00,02/01/1997,14:38,"Tambacoumba, Senegal",Air Senegal,,Tambacounda - Dakar,Hawker Siddeley HS-748-353 Srs.2a,6AV-AEO,1769,52.0,49.0,3.0,25.0,22.0,3.0,0.0,The aircraft crashed shortly after taking off fromTambacoumba after losing power in the left engine. Fuel contamination.
1997-02-02 17:30:00+00:00,02/02/1997,17:30,"Near Quiangala, Angola",Military - Angolan Air Force,,Luanda - Cafunfo,CASA 212 Aviocar 200,T-400,325,37.0,33.0,4.0,37.0,33.0,4.0,0.0,The plane took off from Luanda bound for Cafunfo in northeastern Angola when it disappeared en route.  Witnesses later stated the plane appeared to be in trouble and flying at a low altitude before it crashed.
1997-02-14 12:34:00+00:00,02/14/1997,12:34,"Carajas, Brazil",Varig,265,Maraba - Carajas,Boeing B-737-2C3,PP-CJO,21013/393,52.0,46.0,6.0,1.0,0.0,1.0,0.0,The aircraft touched down hard. The right main landing gear collapsed causing the plane to veer to the right and end up in a wooded area. The first officer was killed.
1997-03-13 18:06:00+00:00,03/13/1997,18:06,"Near Mashhad, Iran",Military - Islamic Republic of Iran Air Force,,Dezful - Mashhad,Lockheed C-130HF,,,88.0,80.0,8.0,88.0,80.0,8.0,0.0,The plane was carrying military personnel and their families and crashed 24 miles NE of Mashhad in the Binalud Heights. The pilot reported engine failure prior the crash.
1997-03-18 10:04:00+00:00,03/18/1997,10:04,"Cherkessk, Russia",Stavropol Airlines,1023,Stavropol - Trabzon,Antonov AN-24RV,RA-46516,37308502,50.0,44.0,6.0,50.0,44.0,6.0,0.0,"The aircraft lost altitude from FL 197 and crashed into a forest while en route from Stavropol, Russia to Trabzon, Turkey. Reports indicated that an in-flight  fire and an explosion led to the separation of the tail section prior to the crash. Superficial mechanical inspection of the aircraft which was carried out without the use of monitoring instruments and subsequent unjustified decision to extend the time between overhauls.  Inadequate monitoring to determine the state of structural elements and detect the presence of corrosion in hard-to-reach areas under the floor of the fuselage. Failure to carry out prescribed anti-corrosion measures on the aircraft structure during overhaul."
1997-04-19 07:39:00+00:00,04/19/1997,07:39,"Tanjung Pandan, Indonesia",Merpati Nusantara Airlines,106,Jakarta - Tanjung Pandan,British Aerospace ATP,PK-MTX,2048,53.0,48.0,5.0,15.0,11.0,4.0,0.0,"During the final stage of a visual approach, one of the aircraft's engines failed. The crew failed to correctly identify the problem and because of the flight regime, the propeller did not autofeather. The approach was continued, however, as the aircraft descended through about 2,000ft., power was applied at the start of a go-around. Control was lost and the aircraft crashed."
1997-05-08 21:28:00+00:00,05/08/1997,21:28,"Huangtian, China",China Southern Airlines,3456,Chongqing - Shenzen,Boeing B-737-31B,B-2925,27288/2577,74.0,65.0,9.0,35.0,33.0,2.0,0.0,"The aircraft touched down hard, causing the nosegear to collapse. The pilot chose to to go-around. The aircraft climbed away but shortly after, the pilot declared an emergency and attempted to land on the runway in the opposite direction. The aircraft crashed on the runway, broke up and caught fire.The accident happened in poor weather with heavy rain associated with local thunderstorm activity."
1997-06-06 07:35:00+00:00,06/06/1997,07:35,"Near Irumu, Congo",Bazair,,Bunia - Kisangani,Vickers Viscount 781D,9Q-CWL,280,27.0,20.0,7.0,27.0,20.0,7.0,0.0,Crashed shortly after taking off. Fire in the cabin.
,07/06/1997,,"Near Saravena, Colombia",Military - Fuerza Aerea Colombiana,,,Mil Mi-17 (helicopter),,,29.0,25.0,4.0,25.0,21.0,4.0,0.0,Shot down by rebels.
1997-07-09 09:30:00+00:00,07/09/1997,09:30,"Suzano, Brazil",TAM (Brazil),283,Sao Jose dos Campos - Congonhas,Fokker 100,PT-WHK,11440,60.0,55.0,5.0,1.0,1.0,0.0,0.0,An explosion caused explosive decompression and a six-foot hole in the side of the fuselage. One passenger was sucked out and killed.  A small bomb containing only 7 ounces of explosives was placed under a passenger seat.  It is reported that the police believed the bomb was planted as part of a failed suicide attempt by one of the passengers.
1997-07-11 21:55:00+00:00,07/11/1997,21:55,"Off Santiago de Cuba, Cuba",Cubana de Aviacion,787,Santiago de Cuba - Havana,Antonov AN-24,CU-T1262,27307610,44.0,39.0,5.0,44.0,39.0,5.0,0.0,The plane crashed into the ocean 4 miles off the coast shortly after takeoff. Possible failure of the left engine during takeoff.
1997-07-17 11:56:00+00:00,07/17/1997,11:56,"Bandung, Indonesia",Sempati Air,304,Bangdung - Jakarta,Fokker F-27 Friendship 600,PK-YPM,10415,50.0,45.0,5.0,30.0,25.0,5.0,0.0,"The aircraft developed engine trouble (left engine caught on fire) shortly after taking off.  While attempting to make an emergency landing at Sulaiman AFB, the plane clipped roof tops of a housing project and crashed into a nearby field."
,07/29/1997,,"Calabar , Nigeria",ADC Airlines,,Lagos - Calabar,BAC One-Eleven 203AE,5N-BAA,41,55.0,49.0,6.0,1.0,0.0,1.0,0.0,Overshot the runway in heavy rain and came to rest in brush.
1997-08-06 01:42:00+00:00,08/06/1997,01:42,"Agana, Guam",Korean Air,801,Seoul - Guam,Boeing B-747-300,HL-7468,22487/605,254.0,231.0,23.0,228.0,206.0,22.0,0.0,"The aircraft crashed into Nimitz Hill, 3 miles short of Runway 06R, while making a non-precision approach in heavy rain to A.B. Won Guam International Airport. The runway glide slope system was inoperative. In addition, the Minimum Safe Altitude Warning system (MSAW) was also not working due to a software problem. The captain’s failure to adequately brief and execute the non-precision approach and the first officer's and flight engineer's failure to effectively monitor and cross-check the captain’s execution of the approach. Contributing to these failures were the captain's fatigue and Korean Air's  inadequate flight crew training. Contributing to the accident was the Federal Aviation Administration's (FAA) intentional inhibition of the MSAW at Guam and the agency's failure to adequately manage the system."
1997-09-03 14:00:00+00:00,09/03/1997,14:00,"Phnom Penh, Cambodia",Vietnam Airlines,815,Ho Chi Minh City - Phnom Penh,Tupolev TU-134,VN-A120,66360,66.0,60.0,6.0,65.0,59.0,6.0,0.0,"The plane was on a flight from Ho Chi Minh City to Phnom Penh when it crashed while making an approach to Pochentong International Airport in heavy rain. The plane clipped palm trees and exploded in flames after crashing into a rice paddy, one-half mile from the runway. The only survivor was a one-year-old boy. Pilot error. The captain failed to heed the warnings of the flight engineer and first officer that the plane was flying too low and failed to abort the landing."
,09/12/1997,,"Near Uvira, Zaire",TMK Air Commuter,,Buknavu - Uvira,De Havilland Canada DHC-6 Twin Otter 300,9Q-CBO,735,22.0,21.0,1.0,22.0,21.0,1.0,0.0,The aircraft was destroyed when it flew into a hillside during an approach to Uvira.
1997-09-13 17:10:00+00:00,09/13/1997,17:10,"Off Namibia, Africa",Military - Luftwaffe / Military - USAF,74,Niamey - Windhoek,Tupolev TU-154M / C-141 Starlifter,1102/65-9405,89A-813,33.0,23.0,10.0,33.0,23.0,10.0,0.0,"Midair collision at 39,000 ft. The Tupolev 154 aircraft was flying at the wrong cruise altitude which caused the midair collision. Twenty-four killed aboard the Tupolev and 9 aboard the C-141. Contributing factors included weak flight-following procedures of the Luanda ATC and  poor regional ground communications."
1997-09-26 13:34:00+00:00,09/26/1997,13:34,"Buah Nabar, Indonesia",Garuda Indonesia Airlines,152,Jakarta - Medan,Airbus A300-B4-200,PK-GAI,214,234.0,222.0,12.0,234.0,222.0,12.0,0.0,The aircraft crashed into mountainous terrain 15 minutes before it was due to land at Medan on a flight from Jakarta. The aircraft crashed 20 miles from the airport. Combination of ATC errors in directing the plane in the wrong direction into mountainous terrain and the crew setting and using their instruments incorrectly. Contributing to the accident was impared visibility due to smoke from forest fires in the area.
1997-10-10 22:23:00+00:00,10/10/1997,22:23,"Nuevo Berlin, Uruguay",Austral Lineas Aeras (Argentina),2553,Posadas - Buenos Aires,McDonnell Douglas DC-9-32,LV-WEG,47446/561,74.0,69.0,5.0,74.0,69.0,5.0,0.0,"The aircraft crashed  near Nuevo Berlin, a town on the banks of the Uruguay River, after changing its route to avoid heavy rain and hail. A crater 25 feet deep crater was created where the plane crashed into the earth.  Icing of the pitot tubes. The pitot tubes froze after the aircraft passed through 49,000 ft. giving false speed readings leading to loss of control of the aircraft."
,10/29/1997,,"Jalal-Abad, Afghanistan",Ariana Afghan Airlines,,,Yakovlev YAK-40,YA-KAE,9441037,26.0,20.0,6.0,2.0,2.0,0.0,0.0,Crashed during a landing attempt.
1997-12-15 18:35:00+00:00,12/15/1997,18:35,"Sharjah, United Arab Emirates",Tajikistan Airlines,3183,Dushanbe - Sharjah,Tupolev TU-154,EY-85281,78A-281,86.0,77.0,9.0,85.0,77.0,8.0,0.0,The aircraft crashed and burned while making an attempt to land. A number of errors by the crew resulted in the acccident. Not maintaining the height indicated during the last contact with the ATC. Not following instructions from the ATC. Crew fatigue and turbulence in the area contributed to the accident.
1997-12-17 19:13:00+00:00,12/17/1997,19:13,"Fotina, Greece",Aerosweet Airlines (LVOV),241,Odessa - Thessaloniki,Yakovlev YAK-42,UR-42334,4520422606,70.0,62.0,8.0,70.0,62.0,8.0,0.0,"The aircraft crashed into Mt. Olympus while approaching Salonica, during a second attempt to land. The plane was holding at 3,300 feet due to heavy traffic. Tower tapes indicate that after the missed approach, the crew reported they were heading north when they actually were heading west. An investigation revealed the crew had poor training, flew too low, didn't know how to use the radar equipment and failed to declare an emergency after they missed the landing strip. A second crash occurred when a C-130 transport plane on its way to pick up troops to assist in the search, crashed into Pastra Mountain."
1997-12-19 16:13:00+00:00,12/19/1997,16:13,"Near Palembang, Indonesia",SilkAir,185,Jakarta - Hatta - Singapore,Boeing B-737-300,9V-TRF,28556/2851,104.0,97.0,7.0,104.0,97.0,7.0,0.0,"The plane disappeared off radar screens and shortly after, crashed into the Musi River. The plane, almost brand-new, cruising in good weather and with an experienced crew, suddenly left normal flight from 35,000 feet and crashed at a high rate of speed into the Sumatran jungle. The right wing and parts of the rudder separated from the aircraft before it crashed. The Indonesian National Transportation Committee found that there was insufficient evidence to find a cause for the accident. The U.S. National Transportation Safety Board strongly disagreed and stated the jet's cockpit voice recorder was intentionally disconnected and its flight controls placed in a nose-down position most likely by the captain. While the U.S. NTSB stopped short of using the term suicide, its dissenting report made it clear it believed the crash was the result of actions by the captain. In July 2004 a California jury found the manufacturer of the PCU valve that controls rudder responsible for the accident after the valve was located and showed defects which may have led to a rudder hardover."
1997-12-28 23:10:00+00:00,12/28/1997,23:10,Over the Pacific Ocean,United Air Lines,826,Tokyo - Honolulu,Boeing B-747-122,N4723U,19882/175,393.0,374.0,19.0,1.0,1.0,0.0,0.0,"Two hours into the flight, at FL 310, the plane received reports of severe clear air turbulence in the area and the seat belt sign was turned on. Moments later, the aircraft suddenly dropped around one hundred feet seriously injuring many passengers and causing damage to the aircraft. The plane landed safely back at Tokyo, but  one passenger died of her injuries."
1998-01-13 22:30:00+00:00,01/13/1998,22:30,"Tor Kach, Pakistan",Military - Ariana Afghan Airlines,,Kandahar - Herart,Antonov AN-12BP,YA-DAB,5342801,51.0,45.0,6.0,51.0,45.0,6.0,0.0,"The aircraft  was on a flight from Kandahar to Herat but was forced to return to Kandahar because of poor weather when it crashed into a mountain 70 miles north of Quetta in Khojak Pass. The last message from the pilot was ""we are running low on fuel."" Crashed due to fuel starvation."
1998-01-27 11:45:00+00:00,01/27/1998,11:45,"Yangon (Rangoon), Myanmar",Myanmar Airways,403,Thandwe - Sittwe,Fokker F-27 Friendship 600,XY-AES,10576,45.0,41.0,4.0,16.0,15.0,1.0,0.0,The aircraft crashed on takeoff after the No. 2 engine failed and caused the aircraft to swerve off the runway and crash into an embankment and burst into flames.
1998-02-02 11:00:00+00:00,02/02/1998,11:00," Cagyan de Oro, Philippines",Cebu Pacific Air,387,Tacloban - Cagayan de Oro,McDonnell Douglas DC-9-32,RP-C1507,47069/175,104.0,99.0,5.0,104.0,99.0,5.0,0.0,"Flight 387 originated in Manila on a flight to Tacloban and Cagayan de Oro. The aircraft crashed while on approach to Cagay de Oro into a remote mountainous area.  Wreckage was found near the town of Pagalungan, NE of Cagay de Oro. The last radio message from the pilot was ""leveling off at 5,000 feet sir.""  The cockpit voice recorder revealed that the GPWS warned of terrain a dozen times just before impact. The crew apparently got lost in a cloud, never realizing they were headed into a mountain. Pilot error, inadequate training standards and deficient equipment."
1998-02-12 08:30:00+00:00,02/12/1998,08:30,"Near Nasir, Sudan",Military - Sudanese Air Force,,,Antonov AN-32,,AN32052,57.0,50.0,7.0,27.0,24.0,3.0,0.0,Overshot the runway in heavy fog and crashed into the Sobat River.
1998-02-16 20:09:00+00:00,02/16/1998,20:09,"Taipei, Taiwan",China Airlines (Taiwan),676,Denpasar - Taipei,Airbus A300-622R,B-1814,578,196.0,182.0,14.0,196.0,182.0,14.0,7.0,"The aircraft was attempting to land at Taipei's international airport in rain and fog when the crew requested a go-around. The plane crashed into a residential neighborhood, ripping the roofs off several structures, skidding into a rice paddy and bursting in flames. DFDR data showed complete autopilot disengagement just after landing clearance. This was  followed by an attempted manually flown go-around with falling airspeed and a pitch-up of 40 degrees followed by a gain of 1,000 feet in altitude, total stall and a dive resulting in impact with the ground. Pilot error."
1998-03-19 14:00:00+00:00,03/19/1998,14:00,"Near Charasyab, Afghanistan",Ariana Afghan Airlines,,Dubai - Kandahar - Kabul,Boeing B-727-228,YA-FAZ,22288/1712,45.0,32.0,13.0,45.0,32.0,13.0,0.0,"The plane was descending for a landing at Kabul on visual when it struck 3,000 ft. Sharhi Baranta Mountain, 300 feet below the summit in dense fog and rain."
1998-03-22 19:42:00+00:00,03/22/1998,19:42,"Bacolod, Philippines",Philippine Air Lines,137,Manila - Bacolod,Airbus A.320-214,RP-C3222,708,127.0,121.0,6.0,0.0,0.0,0.0,3.0,"The aircraft overran the 6,888 ft. runway, went through a concrete perimeter fence, crossed a small river and hit a karaoke house before stopping near a market. The plane was (legally) released from Manila with the No. 1 reverser deactivated. The plane landed mid-runway and the crew incorrectly used the No. 2 reverser to try and stop the plane causing it to veer to the right. The No. 2 engine was then to set to forward thrust steering the plane back on the runway.  A go-around was attempted but it was too late and the aircraft overran the runway."
1998-03-28 09:35:00+00:00,03/28/1998,09:35,"Piura, Peru",Military - Fuerza Aerea del Peru,388,Tumbes - Piura,Antonov AN-32,OB-1388,1203,55.0,50.0,5.0,22.0,22.0,0.0,1.0,A Peruvian air force plane carrying villagers stranded by flooding crashed while attempting to land at Piura Airport. The pilot tried to glide the plane after losing an engine but crashed near a shantytown 2 kilometers from the airport. The plane began losing altitude after an engine failed and crashed into a drainage canal and broke in two. Engine failure.
1998-04-20 16:47:00+00:00,04/20/1998,16:47,"Near Bogota, Colombia",Air France,422,Bogota - Quito,Boeing B-727-230,HC-BSU,21622/1431,53.0,43.0,10.0,53.0,43.0,10.0,0.0,"The aircraft, leased from TAME, crashed atop fog covered Cerro el Cable mountain and exploded into flames, three minutes after taking off from Bogota's El Dorado airport. The aircraft was leased to Air France by TAME airlines. The crew did not turn in the proper direction after reaching the Romeo non-directional beacon even though the flight crew acknowledged an air traffic controller's warning that they were off course."
1998-05-05 21:30:00+00:00,05/05/1998,21:30,"Andoas, Peru",Military - Fuerza Aerea del Peru,,Iquitos - Andoas,Boeing B-737-282,FAP-351,23041/962,88.0,81.0,7.0,75.0,69.0,6.0,0.0,"The aircraft was chartered by the Los Angeles-based Occidental Petroleum Corporation. The plane crashed in light rain, while on final approach, in a swampy area, three miles short of Andoas. There were reports of a lightning flash preceding the accident."
1998-05-12 19:30:00+00:00,05/12/1998,19:30,"Near Nema, Mauritania",Military - Mauritanian Air Force,,Nema - Nouakchott,Xian Yunshuji Y-7-100C,5T-MAG,007H03,42.0,35.0,7.0,39.0,32.0,7.0,0.0,Crashed shortly after taking off in a sandstorm.
1998-05-25 10:20:00+00:00,05/25/1998,10:20,"Near Longtiang, Laos",Military - Lao People's Liberation Army Air Force,,Vientiane - Xiang Khoang,Yakovlev YAK-40,34001,9431835,26.0,20.0,6.0,26.0,20.0,6.0,0.0,"The aircraft struck a jungle covered mountain at 1,800m, after making a premature descent to land during a heavy rainstorm."
1998-05-26 09:30:00+00:00,05/26/1998,09:30,"Near Erdenet, Mongolia",MIAT - Mongolian Airlines,,Erdenet - Moron,Harbin Yunshuji Y-12 II,JU-1017,,28.0,26.0,2.0,28.0,26.0,2.0,0.0,"The aircraft crashed into the side of a mountain at 2,800m,  13 minutes after taking off from Erdenet. The plane, designed to carry a maximum of 19 passengers, was carring 26. Overloaded."
1998-07-29 16:00:00+00:00,07/29/1998,16:00,"Manacapuru River, Brazil",Selva Taxi Aero,,Tefe - Manaus,Embraer 110 Bandeirante,PT-LGN,110343,24.0,22.0,2.0,5.0,4.0,1.0,0.0,The aircraft ditched in the Manacapuru River while en route from Tefe to Manaus. The pilot had reported an engine problem about 20 minutes earlier.
1998-08-24 08:35:00+00:00,08/24/1998,08:35,"Manibagi, Myanmar",Myanmar Airways,635,Rangoon - Tachilek,Fokker F-27 Friendship 600,XY-AEN,10476,44.0,40.0,4.0,44.0,40.0,4.0,0.0,"The aircraft was on a flight from Rangoon to Tachilek when it was diverted to Heho due to poor weather conditions. After the aircraft was reported missing, wreckage was found on Payakha Mountain, near Manibagi. It was five days before officials announced that the plane had crashed as an effort was made to hide the accident. There are reports that some survived the crash, only to be tortured and  murdered by nearby villagers who thought it was a military plane."
1998-08-29 13:03:00+00:00,08/29/1998,13:03,"Quito, Ecuador",Cubana de Aviacion,389,Quito - Guayaquil - Havana,Tupolev TU-154M,CU-T1264,720,91.0,77.0,14.0,70.0,56.0,14.0,10.0,"The aircraft crashed and burned during takeoff from Quito. The crew tried and failed twice to take off. On the third attempt, the plane struggled to gain altitude, rising a few feet, but settled back to earth plowing past the end of the runway and crashing into an auto body shop and coming to rest in a soccer field. The accident was caused by the late decision of the crew to abort the takeoff."
1998-09-02 21:30:00+00:00,09/02/1998,21:30,"Off Peggy's Cove, Nova Scotia, Canada",Swissair,111,New York City - Geneva,McDonnell Douglas MD-11,HB-IWF,48448/465,229.0,215.0,14.0,229.0,215.0,14.0,0.0,"The aircraft was on a flight from JFK Airport, New York to Geneva, Switzerland when the crew reported smoke in the cockpit and requested an emergency landing at Halifax. The plane began dumping fuel and preparing for an emergency landing when it disappeared from radar and crashed into the Atlantic Ocean southwest of Halifax. A fire in the entertainment system wiring started in a hidden area above the cockpit ceiling when arcing ignited the cover material made of thermal insulation blankets. This set off an in-flight fire that spread and increased in intensity until it led to the loss of the aircraft.. It was determined that  aircraft certification standards for material flammability at the time of the accident were inadequate. Dr. Jonathan Mann, researcher in the fight against AIDS and Joseph LaMotta, son of boxing champion Jake LaMotta, killed in the crash."
,09/02/1998,,Angola,Permaviatrans,,,Antonov AN-26,RA-26028,10408,24.0,20.0,4.0,24.0,20.0,4.0,0.0,Shot down by UNITA rebels 30 minutes after taking off.
1998-09-25 09:00:00+00:00,09/25/1998,09:00,"Near Nador, Morroco",Paukn Air,4101,Malaga - Melilla,British Aerospace BAe-146-100,EC-GEO,E1007,38.0,34.0,4.0,38.0,34.0,4.0,0.0,The aircraft crashed into a hill in a forest 20 miles north of Nador and 12 miles from its destination as it made an approach for Melilla. Controlled flight into terrain.
1998-09-28 13:30:00+00:00,09/28/1998,13:30,"Praia, Cape Verde",Cabo Verde Airlines,,Sao Nicolau - Praia,De Havilland Canada DHC-6 Twin Otter 300,D4-CAX,550,22.0,20.0,2.0,1.0,1.0,0.0,0.0,"The aircraft crashed to the ground while making a final turn for landing in low clouds, reduced visibility and strong, rapidly veering wind conditions associated with the approach of a severe thunderstorm."
1998-09-29 13:50:00+00:00,09/29/1998,13:50,"Off Mannar, Sri Lanka",Lion Air,602,Jaffna - Colombo,Antonov AN-24RV,EW-46465,27307901,55.0,48.0,7.0,55.0,48.0,7.0,0.0,"Ten minutes after taking off from Jaffna, the plane disappeared from radar. The aircraft crashed into the sea 35 nm north of Mannar. The plane was shot down by LTTE (Liberation Tigers of Tamil Eelam) rebels."
1998-10-02 09:45:00+00:00,10/02/1998,09:45,"Near Canaima, Venezuela",Servivensa,,Sighteeing,Douglas DC-3C,YV-611C,1977,27.0,24.0,3.0,1.0,0.0,1.0,0.0,"The sightseeing plane, after a flight over Angel Falls, crashed short of the runway into a swamp."
